id,gender,platform_engagement
8982,Male,66.7
2781,Male,96.27
9558,Male,55.57
7484,Other,51.22
2956,Other,50.58
6806,Male,89.34
4559,Female,39.85
1252,Female,18.25
1591,Other,4.55
6765,Female,5.68
7139,Male,11.45
9119,Male,82.89
2286,Female,46.87
8574,Female,3.52
3372,Other,18.11
1841,Male,24.68
3092,Other,21.54
3484,Male,66.16
1167,Male,37.7
2081,Female,95.69
7411,Other,2.59
3788,Male,24.43
5473,Male,70.23
4828,Female,60.53
1401,Other,76.68
9672,Male,6.27
5867,Female,85.72
5217,Female,18.2
5238,Male,46.68
8252,Other,43.45
6578,Other,15.91
1849,Male,38.43
4322,Female,41.27
2201,Female,81.98
4217,Female,39.34
5460,Male,0.21
4061,Male,25.79
2607,Other,69.77
6550,Male,75.58
7692,Other,87.13
8624,Other,91.37
9255,Other,60.51
3614,Other,7.91
7312,Male,93.98
7722,Male,63.94
5488,Male,67.5
7121,Male,0.49
3760,Male,2.32
1230,Male,13.72
4030,Other,43.15
5918,Female,21.96
7537,Female,39.65
7170,Male,28.13
4093,Male,70.52
6039,Male,28.3
6733,Other,57.19
4007,Female,13.21
6148,Female,97.22
2090,Male,0.5
4644,Female,92
7795,Other,64.29
2073,Other,43.84
4980,Female,94.24
7719,Male,5.75
6680,Other,95
5466,Other,88.55
2432,Male,27.6
4261,Other,41.43
6991,Other,34.06
7118,Other,58.16
1656,Other,11.77
2679,Male,34.85
3990,Male,40.27
7907,Male,76.75
7933,Female,29.5
3272,Other,89.24
9407,Female,50.06
1931,Female,19.95
9821,Female,34.93
3289,Male,57
7512,Other,94.32
7006,Male,46.22
9799,Female,52.77
1642,Female,82.06
2039,Female,37.86
6036,Female,6.22
4815,Other,69.99
1754,Female,18.45
2581,Male,57.7
7322,Other,34.52
7922,Other,69.6
3312,Male,95.7
5103,Male,41.74
9851,Male,63.76
2377,Male,13.11
5852,Other,93.2
6708,Female,70.54
8209,Male,58.84
3668,Female,12.6
6863,Female,20.66
2017,Other,75.66
1712,Female,45.16
5162,Male,18.77
8004,Male,29.13
8411,Other,63.25
7580,Female,6.58
6599,Male,38.72
6466,Male,74.17
9897,Female,41.61
1607,Male,60.37
5487,Male,26.83
5212,Other,57.65
8319,Other,1
6439,Other,40.21
1975,Male,27.58
8172,Female,13.27
7750,Female,68.79
1403,Other,56.53
5860,Other,68.58
4529,Male,50.17
5075,Female,58.5
8701,Male,68.53
9593,Other,60.79
4065,Male,72.92
8064,Other,98.77
5960,Other,60.72
9545,Male,89.51
5185,Female,15.46
1624,Other,19.34
3412,Female,66.57
3017,Female,87.33
6820,Other,66.37
4057,Other,23.11
8392,Other,59.94
2289,Other,25.96
7479,Female,12.21
4497,Other,79.9
7816,Female,58.07
4395,Male,6.42
8641,Other,3.01
6890,Other,83.95
5879,Male,67.18
2409,Male,31.09
4851,Female,76.72
4575,Female,75.9
1409,Female,90.24
5696,Other,99.02
8811,Female,25.44
8090,Male,50.56
7819,Male,83.1
4353,Male,72.78
4081,Other,0.82
7698,Male,94.54
8899,Male,39.95
3808,Other,82.06
4939,Female,73.32
7875,Male,32.53
8006,Other,13.23
6344,Other,98.14
7392,Female,85.2
6622,Female,72.42
1620,Male,2.4
5543,Female,95.56
3364,Female,89.81
9176,Female,49.38
2455,Female,12.43
3998,Female,31.04
3674,Male,82.32
7325,Other,67.23
4960,Other,14.12
4092,Other,35.99
9540,Female,18.43
9479,Female,96.27
5823,Male,69.58
2477,Female,21.84
7953,Female,34.56
8458,Male,18.4
4074,Male,28.83
5426,Other,53.34
2211,Male,62.88
1364,Other,1.53
4408,Other,49.51
3952,Male,77.66
2143,Male,35.68
9325,Other,38.99
7137,Female,85.97
1225,Other,56.26
9321,Male,65.56
8869,Female,73.3
9193,Other,85.02
7818,Female,56.66
3851,Other,56.93
3243,Male,66.1
4589,Male,92.55
1465,Male,25.46
7062,Other,94.51
5839,Female,10.35
8650,Other,32.04
2847,Female,32.1
3832,Male,38.31
3187,Male,91.31
7127,Female,4.64
3986,Female,21.78
4375,Other,27.16
5972,Male,32.97
5892,Female,98.83
7883,Male,36.93
9114,Female,25.62
4080,Male,80.02
1627,Male,81.46
9233,Other,56.31
1285,Male,83.76
3771,Male,99.48
9042,Other,16.67
8161,Female,99.8
1817,Male,18.65
7019,Other,31.64
9789,Male,10.22
5396,Other,92.5
4526,Male,0.93
1839,Male,28.84
3393,Male,27.76
7429,Female,18.89
3047,Other,54.75
6845,Other,80.18
5887,Other,72.34
6643,Male,8.5
8986,Female,4.16
2625,Male,88.21
1081,Other,21.56
6140,Male,30.24
6899,Other,80.4
8668,Other,28.5
7770,Female,11.57
4449,Other,73.53
5674,Other,99.66
5326,Male,94.65
8851,Male,93.21
6759,Other,94.14
5986,Female,78.16
7681,Female,82.2
5858,Other,91.97
5061,Other,0.72
7306,Male,60.19
1099,Other,0.19
7556,Other,38.73
1330,Female,77.2
5604,Female,97.93
4962,Female,35.31
1749,Other,78.47
2944,Other,99.33
2733,Male,27.66
9028,Other,5.4
5446,Male,75.97
9719,Male,36.8
8321,Other,37.5
9426,Other,24.35
5017,Female,12.3
1281,Male,79.4
2041,Male,51.66
6341,Other,47.62
6822,Other,77.26
9900,Other,75.2
6959,Male,69.05
6720,Female,74.78
6613,Male,63.64
8656,Male,27.19
2518,Other,20.88
7848,Other,33.31
2313,Other,59.91
6031,Male,84.56
7261,Other,43.86
5386,Male,89.65
7980,Female,8.42
5249,Male,59.4
9527,Other,46.41
8055,Female,81.95
2375,Other,19.25
8864,Male,60.76
2887,Other,37.99
3165,Male,8
1323,Female,36.94
3492,Female,33.28
6948,Female,42.26
1253,Female,21.71
6906,Male,25.18
6113,Female,31.2
6277,Other,98.14
3438,Other,82.45
7931,Female,72.92
9134,Female,80.23
4315,Female,47.09
8334,Male,41.36
8406,Other,99.41
6512,Female,28.4
6200,Other,73.37
4749,Female,83.67
2543,Male,27.23
4214,Other,79.3
1995,Male,34.81
9925,Female,98.15
2848,Male,35.64
5098,Other,36.96
9562,Male,20.74
9213,Other,30
5923,Other,1.69
9102,Female,28.46
2209,Other,80.43
4565,Female,82.73
9554,Male,36.23
2640,Other,28.61
6092,Male,50.71
5608,Male,90.94
2495,Male,18.51
4661,Other,50.27
2128,Female,73.16
8400,Female,59.28
9860,Other,13.53
2728,Male,86.52
8157,Male,89.01
2009,Male,94.73
4593,Male,76.8
6588,Female,44.71
9690,Male,54.6
9369,Male,65.5
7422,Other,95.23
7241,Female,75.56
8150,Female,16.62
8637,Other,20.71
2790,Female,54.57
3042,Female,22.79
1658,Other,47.83
8718,Male,23.9
9956,Female,12.05
2666,Male,11.2
7348,Other,39.19
8967,Male,56.72
9999,Male,85.48
7258,Female,41.4
8527,Female,96.76
1556,Male,13.65
1633,Other,79.7
9296,Male,42.5
2295,Other,31.84
3317,Other,81.05
5583,Other,5.97
1010,Other,15.12
8144,Male,55.41
8943,Other,5.2
4921,Male,36.73
5931,Female,47.84
3694,Male,79.21
6323,Female,52.61
5870,Other,23.91
9182,Female,63.07
9986,Male,41.93
5495,Female,55.74
5826,Female,54.35
4300,Other,88.29
1270,Female,69.03
2919,Other,70.92
4652,Male,98.85
3307,Other,42.21
2366,Male,92.23
7434,Female,1.84
8941,Female,94.6
5235,Female,69.68
6989,Other,31.95
5896,Male,68.34
6537,Female,62.05
8664,Male,79.18
9188,Female,16.38
1562,Female,6.28
4166,Female,98.93
8279,Other,63.73
8540,Female,58.75
4880,Male,38.37
6156,Other,68.72
6633,Other,39.66
8141,Female,15.22
3537,Female,99.88
4993,Male,74.45
3076,Male,27.49
1745,Other,84.46
3971,Female,74.87
8911,Male,60.09
8139,Female,59.58
6073,Female,21.15
4720,Female,10.86
3292,Other,64.33
8081,Male,9.88
3050,Male,66.16
9130,Female,88.77
4058,Other,15.52
6485,Male,98.9
9034,Male,76.22
1089,Female,74.34
8994,Other,7.13
7720,Male,20.49
6438,Other,91.47
1213,Male,7.31
4138,Female,21.27
4564,Other,35.21
5237,Female,25.13
5239,Female,70.79
9128,Other,13.19
9817,Other,99.1
4768,Male,27.12
1650,Male,52.12
9594,Other,95.2
6440,Male,62.07
8745,Male,65.5
9487,Female,35.58
2441,Male,76.67
5727,Female,25.52
3109,Female,28.18
4428,Other,67.15
5613,Female,30.65
5334,Other,96.03
3181,Male,7.15
1131,Other,51.73
3174,Male,7.25
2329,Male,24.42
7881,Male,95.55
6186,Other,54
4262,Male,27.19
1966,Male,48.67
2926,Male,30.6
4211,Female,24.03
2776,Male,20.81
7639,Male,76.5
6685,Female,34.27
1928,Female,98.24
5698,Male,6.14
6793,Male,64.99
8862,Other,72.24
4121,Female,67.43
2995,Female,85.64
2769,Other,40.69
2232,Male,79.79
6403,Other,29.12
8130,Female,63.37
4563,Other,87.23
5955,Female,92.26
3657,Female,81.23
5233,Male,14.69
2274,Female,93.78
7135,Other,38.7
6457,Female,25.07
9326,Other,35.7
8719,Other,34.52
7345,Female,87.61
6121,Male,66.66
3930,Female,43.49
8219,Female,65.86
8029,Female,16.35
4809,Other,16.68
1884,Male,55.35
7044,Male,60.47
9587,Male,71.58
6756,Other,77.57
7130,Other,8.26
6179,Male,59.3
7884,Other,94.27
3363,Other,29.65
2869,Male,90.69
8076,Male,88.08
9717,Female,48.44
9976,Female,2.39
2309,Other,81.4
6780,Male,64.9
1209,Male,45.29
8473,Male,44.55
1058,Female,54.07
1299,Male,70.27
3919,Female,41.54
8465,Other,67.96
1096,Female,89.16
1832,Male,8.06
9417,Male,5.62
4123,Other,55.72
7455,Female,13.69
7811,Female,38.66
8802,Other,50.89
3018,Male,84.83
2384,Male,41.15
6704,Female,2.63
1983,Female,93.97
5491,Male,51.75
2953,Other,44.48
9627,Other,23.94
1652,Male,86.54
4240,Female,77.6
1811,Other,73.74
9239,Female,49.11
2207,Other,72.12
7824,Male,12.06
3205,Other,8.99
1976,Other,63.61
7876,Other,70.11
4919,Other,55.08
8588,Other,32.94
7426,Male,76.17
6263,Other,68.69
3841,Male,54.33
6443,Female,96.63
6114,Female,69.47
8332,Female,95.77
3928,Other,50.24
7106,Male,45.37
7075,Other,39.9
7970,Other,34.74
2015,Male,57.26
3355,Other,96.47
1283,Male,14.43
7094,Other,47.45
6888,Female,23.45
2508,Female,1.39
1367,Male,82.59
5584,Female,93.35
5032,Male,65.61
5377,Male,96.57
2833,Male,96.98
9751,Other,56.07
4715,Male,63.37
8798,Male,95.73
2911,Female,14.37
5837,Other,6.84
6544,Other,51.5
2371,Other,20.99
4112,Female,45.11
5329,Other,0.95
2852,Other,99.18
3645,Male,17.62
5640,Male,81.13
2198,Other,99.22
2130,Male,17.13
3521,Other,78.82
7985,Female,4.3
4018,Male,3.26
6669,Male,52.25
9192,Male,57.34
2446,Female,76.13
9740,Other,46.31
5161,Other,31.09
1427,Female,93.81
9467,Other,67.52
3726,Male,52.2
5500,Other,44.05
5775,Female,83.61
4463,Female,60.94
4545,Male,35.96
1275,Male,76.57
9865,Female,43.64
5662,Male,41.95
5044,Female,46.4
8103,Male,14.04
3801,Other,17.26
6526,Male,45.4
5700,Male,80.6
4290,Female,82.35
8264,Other,12.46
6196,Other,53.26
5341,Female,53.62
5841,Male,49.9
8346,Female,70.3
1320,Male,41.49
8287,Female,41.4
6528,Female,24.15
8833,Other,40.06
3581,Female,51.79
3969,Other,15.92
2223,Male,74.73
5551,Other,16.47
7814,Other,94.89
4527,Other,11.39
9742,Male,73.39
9748,Other,82.6
2577,Other,80.44
7372,Female,14.93
6356,Male,61.69
6999,Other,80.39
4160,Female,36.85
7554,Other,55.33
5592,Male,13.82
8242,Female,47.08
6005,Female,86.49
3725,Female,34.2
6189,Other,5.55
6916,Other,98.31
9536,Female,79.39
3738,Female,52.46
4004,Female,4.65
3361,Female,54.36
9836,Male,0.77
5021,Other,45.7
8359,Female,66.68
6282,Male,79.76
3688,Female,1.4
9586,Female,3.96
2008,Female,71.73
4724,Female,79.21
2762,Female,69.3
8488,Male,52.16
7274,Female,87.62
3039,Female,45.93
4998,Male,1.9
4429,Female,30.02
9776,Female,83.12
3347,Female,18.08
3927,Other,23.37
3965,Other,38.2
6145,Female,67.63
6771,Female,23.37
4295,Male,56.76
1947,Other,71.67
3752,Other,46.85
4387,Female,3.97
9229,Female,28.24
2809,Other,43.06
3061,Other,32.13
8174,Other,95.98
1529,Other,28.66
6409,Female,42.5
2968,Female,24.19
2714,Other,49.34
5652,Other,50.93
8596,Other,15.56
1181,Male,62.16
3122,Male,56.23
5101,Female,63.48
7940,Male,59.52
4937,Female,18.3
9084,Other,57.97
6546,Male,96.63
4642,Male,3.19
3660,Male,39.29
8070,Female,51.29
7690,Other,9.92
1495,Female,13.37
6480,Male,63.9
8629,Female,71.78
9377,Male,0.35
1954,Male,49.96
7310,Other,92.09
8027,Other,61.62
3812,Female,56.65
4925,Male,42.07
9939,Other,43.58
5252,Other,7.32
7013,Male,78.83
3493,Male,57.46
3146,Female,72.83
6728,Male,60.01
7367,Other,35.36
3981,Female,10.98
9210,Male,33.21
9485,Female,26.04
6478,Female,91.7
9399,Other,16.22
7001,Other,67.83
8578,Female,80.19
3063,Other,98.85
1315,Male,55.57
7808,Male,36.17
9217,Male,45.5
3874,Female,89.51
1736,Male,20.43
7805,Female,29.34
3299,Male,40.28
1825,Male,4.66
8955,Other,52.13
7629,Male,83.65
7163,Male,36.06
8622,Male,96.4
3354,Male,13.6
8325,Female,77.69
9197,Other,18.76
9266,Female,32.91
3004,Female,12.33
1803,Other,77.23
8023,Female,71.59
2707,Female,50.08
7363,Other,84.87
3627,Male,21.29
7182,Female,44.28
1527,Other,12.73
9106,Other,13.33
9413,Male,3.43
9854,Female,11.43
3683,Female,81.89
8663,Male,67.34
9887,Female,41.26
2159,Male,47.32
5412,Female,25.42
4701,Male,44.29
2844,Female,41.59
9313,Female,75.37
8777,Other,42.27
6776,Male,31.54
6425,Male,97.21
3288,Female,16.3
1224,Female,75.66
3710,Other,82.16
6097,Other,86.52
8979,Female,62.35
1672,Male,24.05
2089,Other,70.43
4311,Male,36.85
5411,Other,50.56
6825,Other,83.79
2112,Female,7.85
3009,Male,47.8
7840,Female,39.81
1789,Female,19.59
3658,Other,58.74
1911,Female,37.89
6456,Female,64.22
2279,Male,98.07
2111,Male,70.99
6483,Male,73.79
4966,Male,43.37
1138,Other,42.61
5409,Other,65.15
3898,Female,16.96
7796,Other,57.29
7643,Male,75.61
9727,Male,53.28
3628,Male,8.53
3989,Male,47.69
7724,Male,95.99
9231,Other,40.12
7514,Male,82.89
2929,Male,96.63
6126,Male,91.25
1574,Female,74.29
2144,Male,19.82
9180,Male,73.18
9752,Male,96.79
8753,Other,66.16
5079,Female,58.93
5055,Female,49.35
4807,Other,85.68
2342,Female,34.3
9179,Other,82.44
1838,Other,61.31
7782,Other,59.67
2229,Male,89.28
4009,Male,63.87
6597,Female,5.84
8612,Female,84.3
2380,Other,98.51
7133,Male,83.21
7409,Other,51.91
8052,Other,15.22
1589,Other,90.06
7686,Female,18.36
9199,Male,30.23
6632,Male,98.65
6676,Other,80.23
6220,Male,3.99
1636,Male,90.82
8823,Male,24.98
7223,Male,77.71
5634,Female,80.61
9575,Male,50.22
8387,Female,3.65
2190,Male,96
9378,Male,76.21
5880,Female,31.67
5494,Female,29.23
4040,Female,61.86
6755,Female,44.3
3717,Male,77.73
6735,Female,79.72
9491,Other,37.55
6385,Male,84.62
2940,Male,80.14
5635,Male,53.04
6361,Female,71.2
4141,Other,43.42
3407,Female,42.57
3422,Other,10.2
8729,Male,39.71
1724,Male,78.36
5988,Female,26.28
1854,Female,47.96
5680,Male,82.19
5752,Other,37.06
8991,Other,61.6
3859,Male,51.25
9530,Female,23.32
7473,Female,47.05
3770,Male,40.11
9405,Male,20.44
7768,Other,8.87
4374,Male,90.57
2591,Male,87.91
6231,Female,5.11
8056,Other,88.24
5856,Female,99.66
9981,Other,70.81
2749,Other,90.6
7111,Other,88.47
3396,Other,93.19
9392,Male,99.37
2759,Female,97.07
9340,Other,70.77
9955,Other,81.07
1163,Female,39.46
7745,Other,30.8
3437,Male,64.02
3055,Female,99.52
8944,Female,22.43
2821,Other,61.52
9089,Female,60.6
4928,Male,45.31
6882,Other,33.26
4752,Male,15.08
3116,Male,32.27
1013,Male,83.14
1762,Male,1.89
5677,Female,61.21
4341,Other,59.21
8909,Male,46.52
2118,Female,69.99
1958,Female,99.42
9390,Female,23.67
7082,Male,17.07
7463,Other,58.31
8087,Male,25.65
7971,Other,60.5
1425,Other,17.29
9754,Female,14.3
7721,Female,27.26
4077,Other,26.32
2614,Male,94.93
2158,Female,64.64
6326,Female,10.71
9000,Other,44.48
8098,Other,56.5
5555,Male,9.59
1350,Other,11.14
7331,Other,59.47
4843,Male,73.07
2825,Male,82.39
9129,Male,42.42
2241,Other,90.32
5269,Female,60.82
2566,Male,64.62
1957,Female,13.02
3476,Other,31.24
6835,Male,49.65
9175,Other,94.23
8357,Other,37.97
9890,Other,27.31
1049,Female,99.85
3932,Female,90.51
8060,Male,39.03
9046,Other,35.85
2078,Other,62.64
6617,Other,59.31
3480,Other,17.97
6688,Male,21.38
6228,Other,62.11
9700,Male,55.09
6462,Female,97.29
9281,Other,56.69
2062,Female,41.36
6283,Female,64.9
8803,Other,49.07
7269,Female,34.08
8816,Male,95.43
8049,Other,95.39
2492,Female,91.69
9964,Male,67.37
1139,Other,11.14
4265,Other,72.06
8336,Other,48.06
5878,Other,26.17
1118,Other,82.51
8658,Other,2.57
9643,Female,27.01
9550,Male,82.94
2882,Other,53.95
2680,Female,64.82
9600,Male,21.2
8106,Other,27
9788,Male,67.32
1418,Other,82.76
5066,Female,69.98
6927,Other,19.54
7524,Male,81.34
3191,Other,65.19
4961,Female,17.99
4513,Male,33.81
1851,Female,94.22
1260,Other,82.36
5159,Male,42.16
5151,Male,62.51
1769,Other,31.21
5767,Male,58.7
3883,Other,54.36
9669,Male,1.37
2150,Other,86.02
5052,Female,81.76
5399,Other,58.44
5594,Other,11.7
2737,Female,86.79
2301,Male,46.33
3058,Male,94.01
7897,Male,76
4951,Other,38.54
9533,Male,91.61
2483,Female,16.02
6435,Other,99.55
7369,Other,41.06
4068,Male,98.05
7166,Other,81.35
3450,Female,26.12
8470,Other,47.71
7020,Male,42.98
1891,Male,59.94
4038,Male,95.11
5797,Male,13.44
3322,Other,30.41
6184,Other,56.47
6966,Male,94.98
1981,Male,77.74
6889,Other,29.73
1560,Female,20.9
4684,Female,41.15
4218,Male,93.68
6801,Other,29.4
8305,Female,96.83
1452,Male,44.91
4595,Other,45.7
6501,Female,36.34
7793,Other,35.52
1601,Female,60.5
8724,Male,93.67
3966,Other,62
2974,Female,2.29
4683,Other,55.01
5369,Female,43.97
3764,Female,13.08
5758,Male,50.52
7255,Male,21.16
7212,Other,10.1
2177,Female,71.97
2668,Female,70.85
1967,Male,32.62
4314,Female,68.95
1262,Male,37.94
9901,Other,67.67
5597,Other,76.03
6311,Female,73.67
5866,Other,28.59
4991,Male,43.65
6515,Female,49.27
8763,Female,72.51
1682,Female,71.22
5279,Male,93.68
5071,Female,30.31
7153,Female,97.11
2716,Other,22.61
5401,Other,30.31
6367,Male,19.13
6078,Male,24.21
9280,Female,26.3
4875,Other,31.88
4560,Female,57.53
9463,Female,93.35
9052,Male,63.39
6301,Other,82.69
3549,Male,64.68
2007,Other,13.85
4187,Male,25.53
8281,Male,9.22
1292,Female,81.51
9117,Other,14.95
6912,Other,1.83
4541,Other,19.56
3221,Other,40.49
3565,Female,8.32
8394,Female,3.76
3179,Other,11.28
9459,Male,50.01
9021,Other,33.53
8712,Female,67.88
5649,Male,76.27
3924,Other,92.35
3496,Male,0.73
1031,Other,2.46
3650,Female,79.99
2829,Female,38.57
9081,Other,32.93
6764,Female,95.34
6045,Male,81.25
1548,Male,75.22
6887,Female,18.63
4722,Other,66.13
2284,Male,41.06
2797,Other,55.54
7590,Male,24.5
1798,Female,3.08
4494,Female,23.96
4075,Female,62.45
1668,Male,42.43
9601,Female,30.41
9713,Female,10.56
4464,Male,54.86
2570,Female,14.6
9659,Female,13.31
1420,Male,19.02
8562,Female,25.22
9642,Male,35.22
7403,Other,48.37
3022,Female,38.63
7815,Other,45.69
7850,Other,18.43
5338,Other,66.19
1004,Other,9.1
5692,Male,70.02
3907,Other,87.42
8698,Male,48.04
5664,Other,19.93
1200,Male,9.3
7730,Other,52.15
5304,Other,44.92
5799,Male,53.13
7373,Male,17.12
2393,Other,56.15
2050,Other,71.62
8789,Other,72.29
4327,Male,7.66
5260,Female,79.23
1053,Male,84.23
1934,Other,47.59
3226,Male,65.05
6025,Male,35.18
3353,Other,47.22
2136,Female,38.23
3220,Other,97.8
4397,Other,1.92
5699,Other,13.68
8552,Female,63.34
3323,Male,99.52
6202,Female,6.03
7333,Male,28.42
5432,Male,35.61
1909,Male,11.27
4037,Female,83.54
8422,Female,49.13
5050,Other,84.34
2798,Male,83.69
6736,Female,4.81
5373,Other,63.06
4569,Other,53.27
9681,Female,79.82
4848,Male,12.31
4008,Female,81.06
2654,Female,17.88
2930,Male,53.56
1272,Female,89.32
3706,Male,77.29
6813,Male,88.44
4885,Other,12.04
8910,Other,57.09
4421,Other,16.74
3937,Male,37.72
1603,Male,72.61
5850,Female,83.37
2437,Female,54.18
8521,Other,52.54
9961,Female,12.93
3678,Other,95.7
7870,Other,18.82
4892,Female,11.53
4291,Female,29.59
5914,Other,52.48
9617,Male,90.88
2772,Male,64.2
1920,Other,61.76
9698,Other,80.29
3432,Other,57.29
6742,Male,79.23
1615,Male,51.44
2298,Other,51.24
3621,Male,20.87
5809,Other,81.24
3610,Male,22.81
4114,Female,58
7902,Other,98.52
7923,Other,84.62
8541,Other,50
5160,Female,7.28
9379,Other,71.04
6481,Other,9.3
8430,Male,57.8
5176,Male,42.97
4872,Other,40.2
9576,Male,42.26
6747,Other,82.99
2796,Other,50.82
8050,Other,23.88
1696,Female,34.58
2955,Female,89
1046,Other,35.3
2972,Female,33.12
7315,Other,40.1
2711,Male,79.73
8714,Male,37.01
1045,Female,95.44
6590,Male,56.27
8487,Other,11.32
8671,Female,54.81
6808,Male,29.17
7603,Female,86.68
4260,Male,30.48
6303,Other,12.13
2862,Female,50.84
5827,Male,35.67
3533,Other,25.52
7136,Male,36.63
1873,Other,46.51
3414,Other,28.22
8793,Other,63.52
7809,Other,16.61
6706,Female,4.39
5843,Female,4.85
6158,Male,99.35
7901,Female,77.61
5848,Female,6.24
5833,Male,49.31
7014,Other,89.42
3671,Female,59.04
8850,Male,36.88
3791,Other,12.31
6088,Other,39.83
4997,Other,48.85
2734,Other,53.72
2372,Male,82.71
9664,Other,61.4
4096,Male,97.72
2569,Other,86.05
1900,Male,14.4
6248,Female,89.41
8446,Male,4.05
9733,Female,99.71
4692,Female,77.34
6165,Male,84.71
7179,Other,20.5
8751,Other,8.03
2757,Female,69.3
9820,Other,72.17
3095,Male,67.97
8583,Male,11.63
1343,Female,0.08
3970,Other,91.09
1374,Female,66.61
5945,Other,30.98
5039,Other,69.13
5145,Female,93.36
5659,Male,58.73
9762,Other,33.76
5366,Female,89.64
1653,Male,82.31
7568,Other,21.47
2985,Other,18.34
6987,Male,23.92
3816,Female,83.81
4544,Other,54.4
1583,Other,69.41
2898,Male,36.12
8145,Female,27.9
7143,Female,35.5
8310,Female,10.14
9894,Other,71.27
2024,Female,27.86
4783,Female,20.58
1124,Female,43.94
8069,Female,32.74
2519,Other,86.32
4802,Other,25.96
8316,Female,50.94
6681,Male,66.62
1303,Other,52.2
8452,Male,50.74
8606,Female,15.56
2333,Male,83.94
1898,Male,3.38
2568,Male,1.48
6327,Other,62.15
2788,Other,59.56
3999,Other,90.22
3892,Male,52.22
7095,Female,49.27
2901,Female,12.6
9497,Male,29.37
8132,Male,91.09
1009,Female,53.2
7425,Other,95.17
8322,Other,26.34
9267,Female,16.57
8626,Other,1.3
4546,Male,39.51
9948,Male,56.21
8827,Male,84.52
5619,Other,79.35
5043,Other,78.52
1904,Male,98.71
9639,Other,57.71
8947,Other,43.11
8649,Other,95.77
5719,Female,25.14
1593,Other,69.77
1893,Male,16.7
5691,Male,38.54
5462,Female,8.11
7963,Female,83.06
7954,Male,13.9
7195,Other,16.41
1919,Male,34.88
1109,Male,25.52
5943,Other,31.38
6137,Other,90.88
5622,Female,3.49
7037,Female,7.72
1026,Female,17.47
9449,Female,41.78
9637,Male,32.09
3693,Other,81.16
8335,Male,14
8983,Other,85.03
9275,Other,63.75
3585,Male,3.57
7943,Male,43.83
8828,Other,60.56
4712,Male,52.88
1646,Other,61.59
9750,Other,96.99
6336,Male,32.12
9760,Other,85.17
2231,Female,75.1
5661,Other,12.55
6252,Female,21.21
2391,Other,38.26
6653,Female,1.6
1774,Male,89.28
8585,Other,52.6
5322,Male,68.13
4292,Female,97.16
4046,Female,60.55
1915,Other,91.16
6424,Female,87.57
8467,Male,53.08
5690,Male,21.84
4482,Female,70.19
3085,Other,14.63
8010,Female,63.96
3001,Male,74.57
8073,Other,31.41
2450,Other,17.53
6099,Male,4.95
3985,Male,23.93
1804,Male,7.31
1484,Other,76.51
1071,Other,78.34
6146,Female,36.92
1654,Female,11.98
3443,Male,20.15
7341,Male,13.19
1325,Male,93.41
1332,Other,28.98
2282,Male,25.84
3156,Other,13.81
1661,Other,51.75
5822,Other,17.51
1559,Other,15.36
5155,Female,9.58
1576,Other,58.54
9765,Female,10.39
3283,Male,34.07
2539,Male,68.93
2511,Female,88.75
5541,Other,43.04
8468,Male,74.62
3560,Other,47.31
1011,Other,33.37
3041,Male,77.15
3746,Other,82.58
5196,Male,90.65
7407,Female,59.46
3371,Male,3.55
5633,Other,7.19
3136,Male,25.32
1732,Female,4.29
1440,Female,4.33
9904,Female,94.2
9123,Female,38.76
3641,Male,22.36
9069,Other,73.3
6964,Female,62.88
9778,Female,51.83
3097,Other,10.85
6741,Other,1.31
4220,Female,95.52
3933,Other,61.57
1176,Female,88
3007,Female,6.77
9206,Male,4.95
8577,Female,53.55
8065,Female,51.87
7558,Other,70.04
4866,Other,67.16
3902,Male,65.73
6285,Other,55.45
4082,Male,81.46
3313,Female,84.96
9023,Female,79.78
3871,Female,82.75
4506,Male,6.89
3790,Other,69.46
5224,Female,82.83
1148,Female,34.05
1764,Other,88.02
3787,Female,87.51
9636,Male,4.68
5181,Male,12.98
5135,Male,65.5
9376,Female,7.54
8340,Male,37
9971,Male,81.38
7595,Other,62.69
4016,Other,81.69
3112,Other,95.01
2905,Other,17.02
9598,Other,85.44
1872,Other,32.21
4378,Female,13.48
5654,Other,82.17
4427,Other,96.77
4858,Female,10.6
1353,Female,55.69
2621,Female,22.06
6839,Other,91.39
7470,Male,33.13
2383,Female,50.25
6102,Male,76.67
6920,Other,21.62
4385,Male,49.67
9202,Male,47.47
4882,Female,22.5
2551,Female,15.85
2205,Female,77.09
5204,Female,8.24
6783,Other,99.3
7474,Male,66.16
5351,Male,83.95
6051,Other,50.92
1608,Female,98.5
4342,Male,10.13
7896,Other,32.96
4276,Male,74.9
4349,Other,57.66
8773,Other,97.29
2739,Other,58.93
4299,Female,69.04
7984,Male,41.12
7218,Other,86.16
2838,Female,24.84
4100,Male,32.99
1493,Male,29.59
9848,Other,0.86
9844,Female,38.04
7753,Male,92.29
3948,Male,28.26
3267,Other,31.13
9535,Female,20.42
8436,Female,51.04
3612,Female,11.63
7317,Other,16.42
8095,Male,88.89
3192,Female,2.21
6420,Male,72.06
8277,Male,36.38
6444,Other,14.92
9872,Male,62.55
3810,Female,51.51
5214,Female,77.88
3467,Female,57.17
4064,Female,72.79
9608,Male,21.9
9651,Other,88.57
7030,Female,68.2
6564,Other,99
7451,Male,29.38
4920,Male,57.78
8266,Male,92.2
5349,Male,35.84
2610,Male,76.28
