booking_id,destination_id,booking_date,travel_start_date,travel_end_date,price_per_person,total_price,duration_hrs,no_of_participants
4311,25,11/23/2023,12/9/2023,12/9/2023,153.41,613.64,7,4
4312,9,12/7/2023,12/23/2023,12/23/2023,174.22,696.88,9,4
4322,22,7/7/2023,7/25/2023,7/25/2023,699.535,1399.07,5,2
4328,7,10/17/2023,11/6/2023,11/6/2023,37.44166667,224.65,7,6
4329,9,7/16/2023,8/1/2023,8/1/2023,309.58,309.58,9,1
4343,21,10/7/2023,10/24/2023,10/24/2023,659.52,659.52,7,1
4347,15,7/17/2023,8/6/2023,8/6/2023,334.44,334.44,10,1
4350,8,10/20/2023,11/7/2023,11/7/2023,66.68142857,466.77,11,7
4355,18,12/16/2023,12/31/2023,12/31/2023,30.06,150.3,12,5
4358,6,11/17/2023,12/7/2023,12/7/2023,19.07166667,114.43,11,6
4366,8,10/11/2023,10/27/2023,10/27/2023,17.12375,136.99,4,8
4369,12,12/4/2023,12/23/2023,12/23/2023,564.79,564.79,1,1
4377,16,7/19/2023,8/7/2023,8/7/2023,624.2533333,1872.76,5,3
4384,15,10/7/2023,10/23/2023,10/23/2023,88.17625,705.41,7,8
4387,16,11/21/2023,12/9/2023,12/9/2023,193.9625,775.85,4,4
4388,1,12/19/2023,1/7/2024,1/7/2024,94.3975,377.59,4,4
4399,27,8/2/2023,8/19/2023,8/19/2023,176.54,882.7,7,5
4406,14,7/14/2023,8/3/2023,8/3/2023,622.58,622.58,9,1
4417,27,12/1/2023,12/19/2023,12/19/2023,183.4925,1467.94,9,8
4419,13,9/5/2023,9/20/2023,9/20/2023,605,605,10,1
4422,16,11/2/2023,11/17/2023,11/17/2023,236.0271429,1652.19,2,7
4425,13,9/27/2023,10/12/2023,10/12/2023,1230.49,1230.49,5,1
4427,29,11/25/2023,12/14/2023,12/14/2023,1659.29,1659.29,5,1
4429,11,9/1/2023,9/16/2023,9/16/2023,170.36,511.08,9,3
4436,30,11/15/2023,12/4/2023,12/4/2023,1422.49,1422.49,11,1
4439,16,12/4/2023,12/20/2023,12/20/2023,930.46,930.46,1,1
4447,20,12/7/2023,12/26/2023,12/26/2023,1005.54,1005.54,3,1
4457,13,8/3/2023,8/20/2023,8/20/2023,1943.36,1943.36,11,1
4463,26,12/10/2023,12/29/2023,12/29/2023,832.19,832.19,7,1
4465,4,12/21/2023,1/5/2024,1/5/2024,37.425,224.55,5,6
4466,6,9/20/2023,10/8/2023,10/8/2023,233.276,1166.38,12,5
4468,28,12/18/2023,1/4/2024,1/4/2024,1837.87,1837.87,6,1
4469,18,12/7/2023,12/22/2023,12/22/2023,732.6,732.6,6,1
4476,24,7/2/2023,7/17/2023,7/17/2023,1942.55,1942.55,1,1
4477,2,12/22/2023,1/8/2024,1/8/2024,446.8933333,1340.68,6,3
4480,13,7/28/2023,8/14/2023,8/14/2023,35.9325,287.46,12,8
4483,28,8/23/2023,9/9/2023,9/9/2023,472.5333333,1417.6,2,3
4484,9,10/11/2023,10/31/2023,10/31/2023,664.5333333,1993.6,6,3
4487,24,10/30/2023,11/15/2023,11/15/2023,309.29,1855.74,6,6
4489,29,8/1/2023,8/21/2023,8/21/2023,1308.38,1308.38,4,1
4490,13,8/24/2023,9/12/2023,9/12/2023,170.82,854.1,12,5
4504,3,9/7/2023,9/22/2023,9/22/2023,150.9975,603.99,2,4
4516,10,7/29/2023,8/17/2023,8/17/2023,30.46714286,213.27,1,7
4517,24,12/20/2023,1/5/2024,1/5/2024,89.25333333,267.76,2,3
4526,24,10/10/2023,10/27/2023,10/27/2023,239.55,239.55,4,1
4527,13,12/8/2023,12/26/2023,12/26/2023,276.12,276.12,3,1
4528,8,9/29/2023,10/17/2023,10/17/2023,127.7,1021.6,2,8
4530,16,8/3/2023,8/22/2023,8/22/2023,826.81,826.81,8,1
4544,28,11/5/2023,11/22/2023,11/22/2023,265.41,1592.46,8,6
4548,4,9/3/2023,9/18/2023,9/18/2023,440.6366667,1321.91,5,3
4554,13,11/19/2023,12/9/2023,12/9/2023,1021.79,1021.79,8,1
4556,29,7/2/2023,7/20/2023,7/20/2023,166.7857143,1167.5,9,7
4559,4,9/9/2023,9/27/2023,9/27/2023,440.2575,1761.03,1,4
4561,24,11/13/2023,11/30/2023,11/30/2023,490.68,981.36,10,2
4562,19,11/18/2023,12/6/2023,12/6/2023,886.8,886.8,2,1
4565,27,7/9/2023,7/26/2023,7/26/2023,182.55,182.55,5,1
4566,22,10/25/2023,11/11/2023,11/11/2023,1034.09,1034.09,12,1
4568,18,11/30/2023,12/20/2023,12/20/2023,344.885,1379.54,6,4
4570,11,8/28/2023,9/12/2023,9/12/2023,826.06,1652.12,4,2
4571,8,10/16/2023,11/2/2023,11/2/2023,220.3383333,1322.03,8,6
4576,9,11/2/2023,11/21/2023,11/21/2023,810.71,810.71,2,1
4577,3,12/5/2023,12/21/2023,12/21/2023,186.9866667,1121.92,10,6
4582,7,11/7/2023,11/24/2023,11/24/2023,116.1414286,812.99,10,7
4583,4,12/9/2023,12/24/2023,12/24/2023,204.60875,1636.87,12,8
4587,12,12/24/2023,1/12/2024,1/12/2024,50.14,100.28,12,2
4592,4,12/31/2023,1/16/2024,1/16/2024,274.7866667,1648.72,2,6
4598,2,9/15/2023,10/2/2023,10/2/2023,174.66,174.66,5,1
4600,28,12/26/2023,1/12/2024,1/12/2024,244.25,1221.25,5,5
4602,20,11/9/2023,11/24/2023,11/24/2023,915.265,1830.53,10,2
4604,25,11/24/2023,12/9/2023,12/9/2023,169.634,848.17,8,5
4610,22,11/16/2023,12/1/2023,12/1/2023,86.486,432.43,10,5
4612,5,11/19/2023,12/6/2023,12/6/2023,435.73,435.73,7,1
4614,28,11/18/2023,12/5/2023,12/5/2023,15.18125,121.45,4,8
4615,9,9/14/2023,9/30/2023,9/30/2023,631.62,631.62,8,1
4618,2,9/12/2023,9/28/2023,9/28/2023,117.5442857,822.81,5,7
4621,26,12/16/2023,1/4/2024,1/4/2024,366.96,1100.88,3,3
4629,24,11/2/2023,11/19/2023,11/19/2023,1797.03,1797.03,6,1
4639,18,7/27/2023,8/11/2023,8/11/2023,163.3175,653.27,10,4
4640,20,12/22/2023,1/10/2024,1/10/2024,106.73,106.73,3,1
4642,17,11/2/2023,11/21/2023,11/21/2023,127.6,510.4,9,4
4649,6,12/6/2023,12/25/2023,12/25/2023,1092.09,1092.09,7,1
4653,26,7/18/2023,8/4/2023,8/4/2023,1943.13,1943.13,6,1
4656,1,9/25/2023,10/15/2023,10/15/2023,69.245,138.49,10,2
4657,19,10/19/2023,11/5/2023,11/5/2023,686.41,686.41,2,1
4660,11,12/18/2023,1/2/2024,1/2/2024,199.8775,799.51,12,4
4670,26,11/20/2023,12/8/2023,12/8/2023,1254.51,1254.51,2,1
4674,26,8/2/2023,8/17/2023,8/17/2023,44.9925,359.94,9,8
4677,23,9/24/2023,10/11/2023,10/11/2023,1886.09,1886.09,3,1
4680,26,12/18/2023,1/6/2024,1/6/2024,202.4366667,1214.62,9,6
4681,10,10/28/2023,11/15/2023,11/15/2023,289.466,1447.33,7,5
4685,17,12/24/2023,1/9/2024,1/9/2024,434.76,434.76,7,1
4696,2,11/4/2023,11/23/2023,11/23/2023,851.515,1703.03,4,2
4700,28,8/28/2023,9/16/2023,9/16/2023,386.11,1158.33,4,3
4701,5,7/26/2023,8/15/2023,8/15/2023,1986.11,1986.11,4,1
4704,19,8/12/2023,8/31/2023,8/31/2023,761.5,761.5,11,1
4706,21,10/1/2023,10/20/2023,10/20/2023,953.67,953.67,2,1
4714,6,10/15/2023,11/1/2023,11/1/2023,558.44,558.44,5,1
4715,27,7/5/2023,7/24/2023,7/24/2023,479.48,479.48,3,1
4718,21,8/6/2023,8/26/2023,8/26/2023,154.0425,616.17,9,4
4719,4,12/24/2023,1/12/2024,1/12/2024,868.42,868.42,12,1
4720,29,12/19/2023,1/6/2024,1/6/2024,1163.09,1163.09,5,1
4721,11,7/19/2023,8/4/2023,8/4/2023,644.9266667,1934.78,9,3
4733,27,12/24/2023,1/12/2024,1/12/2024,1443.98,1443.98,6,1
4740,8,9/28/2023,10/14/2023,10/14/2023,1918.76,1918.76,4,1
4750,19,7/11/2023,7/26/2023,7/26/2023,95.50166667,573.01,9,6
4752,11,8/28/2023,9/16/2023,9/16/2023,303.7766667,1822.66,9,6
4753,24,7/26/2023,8/11/2023,8/11/2023,917.45,917.45,6,1
4754,16,8/12/2023,8/31/2023,8/31/2023,94.115,752.92,9,8
4755,27,10/29/2023,11/18/2023,11/18/2023,242.10375,1936.83,9,8
4761,24,11/18/2023,12/3/2023,12/3/2023,16.1225,128.98,6,8
4766,24,9/21/2023,10/11/2023,10/11/2023,380.86,380.86,7,1
4768,4,10/28/2023,11/15/2023,11/15/2023,824.41,824.41,6,1
4774,26,9/24/2023,10/13/2023,10/13/2023,373.12,373.12,5,1
4776,17,9/6/2023,9/21/2023,9/21/2023,1679.72,1679.72,3,1
4778,24,9/17/2023,10/3/2023,10/3/2023,342.608,1713.04,7,5
4780,1,10/10/2023,10/28/2023,10/28/2023,235.4971429,1648.48,7,7
4781,26,9/3/2023,9/18/2023,9/18/2023,215.7957143,1510.57,8,7
4782,26,9/11/2023,10/1/2023,10/1/2023,162.4383333,974.63,8,6
4783,18,11/19/2023,12/4/2023,12/4/2023,537.54,537.54,8,1
4788,12,8/7/2023,8/26/2023,8/26/2023,143.4775,1147.82,4,8
4790,17,10/22/2023,11/10/2023,11/10/2023,1978.67,1978.67,6,1
4791,2,12/4/2023,12/19/2023,12/19/2023,1118.52,1118.52,6,1
4796,12,12/15/2023,1/3/2024,1/3/2024,1784.82,1784.82,12,1
4799,14,12/12/2023,12/27/2023,12/27/2023,979.92,1959.84,7,2
4803,17,1/15/2024,1/30/2024,1/30/2024,1224.51,1224.51,4,1
4807,12,6/26/2024,7/13/2024,7/13/2024,498.35,996.7,12,2
4808,9,6/30/2024,7/18/2024,7/18/2024,268.7766667,806.33,1,3
4813,15,1/6/2024,1/25/2024,1/25/2024,37.43714286,262.06,6,7
4814,29,6/22/2024,7/11/2024,7/11/2024,750.91,1501.82,5,2
4815,21,2/12/2024,2/27/2024,2/27/2024,124.8425,499.37,8,4
4816,10,5/4/2024,5/22/2024,5/22/2024,1466.19,1466.19,10,1
4819,6,1/21/2024,2/7/2024,2/7/2024,245.456,1227.28,3,5
4822,25,5/27/2024,6/11/2024,6/11/2024,1309.61,1309.61,5,1
4825,8,5/14/2024,6/3/2024,6/3/2024,1034.05,1034.05,4,1
4830,8,5/30/2024,6/15/2024,6/15/2024,353.72,353.72,5,1
4831,30,4/11/2024,4/26/2024,4/26/2024,818.81,818.81,6,1
4835,20,3/12/2024,3/28/2024,3/28/2024,253.2025,1012.81,9,4
4847,10,4/27/2024,5/16/2024,5/16/2024,48.442,242.21,4,5
4851,17,4/4/2024,4/19/2024,4/19/2024,790.5,790.5,12,1
4862,8,3/6/2024,3/21/2024,3/21/2024,61.08,305.4,1,5
4863,5,5/24/2024,6/13/2024,6/13/2024,56.2125,224.85,6,4
4864,10,5/23/2024,6/8/2024,6/8/2024,157.1066667,471.32,12,3
4868,4,1/19/2024,2/7/2024,2/7/2024,169.51,1186.57,12,7
4870,4,6/21/2024,7/11/2024,7/11/2024,505.6466667,1516.94,10,3
4872,30,2/4/2024,2/21/2024,2/21/2024,1406.23,1406.23,9,1
4873,12,4/29/2024,5/15/2024,5/15/2024,1407.08,1407.08,11,1
4876,14,3/20/2024,4/4/2024,4/4/2024,130.61,522.44,3,4
4885,5,4/20/2024,5/9/2024,5/9/2024,116.35,116.35,4,1
4889,6,4/10/2024,4/28/2024,4/28/2024,440.69,440.69,3,1
4897,21,1/15/2024,1/31/2024,1/31/2024,40.586,202.93,11,5
4915,14,3/28/2024,4/12/2024,4/12/2024,788.86,788.86,10,1
4921,27,5/22/2024,6/6/2024,6/6/2024,219.86,219.86,3,1
4925,15,3/27/2024,4/11/2024,4/11/2024,979.54,979.54,2,1
4931,30,1/31/2024,2/18/2024,2/18/2024,252.794,1263.97,4,5
4934,17,3/8/2024,3/28/2024,3/28/2024,555.4,555.4,12,1
4935,10,2/3/2024,2/22/2024,2/22/2024,1942.15,1942.15,8,1
4936,25,6/15/2024,7/3/2024,7/3/2024,280.6966667,1684.18,5,6
4943,18,3/26/2024,4/10/2024,4/10/2024,315.0966667,1890.58,10,6
4944,21,5/30/2024,6/18/2024,6/18/2024,53.80375,430.43,10,8
4946,26,1/20/2024,2/6/2024,2/6/2024,1524.86,1524.86,12,1
4948,22,2/14/2024,3/2/2024,3/2/2024,225.22,1351.32,5,6
4950,17,5/20/2024,6/6/2024,6/6/2024,60.33166667,361.99,7,6
4951,15,1/31/2024,2/16/2024,2/16/2024,560.6,560.6,9,1
4954,25,6/14/2024,6/30/2024,6/30/2024,186.8033333,1120.82,8,6
4957,26,5/3/2024,5/22/2024,5/22/2024,1738.58,1738.58,9,1
4963,24,2/9/2024,2/24/2024,2/24/2024,400.98,1603.92,10,4
4964,18,6/8/2024,6/24/2024,6/24/2024,1925.81,1925.81,5,1
4965,16,6/20/2024,7/7/2024,7/7/2024,1063,1063,3,1
4973,2,1/28/2024,2/12/2024,2/12/2024,60.82,486.56,9,8
4978,25,5/2/2024,5/21/2024,5/21/2024,182.216,911.08,12,5
4983,2,5/13/2024,6/2/2024,6/2/2024,103.1333333,309.4,7,3
4985,8,2/23/2024,3/10/2024,3/10/2024,280.3116667,1681.87,9,6
4990,28,3/7/2024,3/26/2024,3/26/2024,178.0585714,1246.41,11,7
4992,1,1/13/2024,1/30/2024,1/30/2024,1523.57,1523.57,2,1
4996,8,1/7/2024,1/25/2024,1/25/2024,241.515,1449.09,11,6
5006,25,4/26/2024,5/11/2024,5/11/2024,266.1971429,1863.38,9,7
5008,4,5/10/2024,5/29/2024,5/29/2024,537.17,537.17,8,1
5011,23,4/7/2024,4/26/2024,4/26/2024,1956.85,1956.85,5,1
5022,21,4/9/2024,4/28/2024,4/28/2024,1115.5,1115.5,7,1
5027,18,3/8/2024,3/27/2024,3/27/2024,1475.24,1475.24,8,1
5029,28,4/12/2024,5/1/2024,5/1/2024,261.812,1309.06,1,5
5035,12,6/10/2024,6/25/2024,6/25/2024,248.5525,994.21,1,4
5036,17,6/16/2024,7/5/2024,7/5/2024,217.096,1085.48,10,5
5039,22,1/30/2024,2/16/2024,2/16/2024,1381.93,1381.93,3,1
5043,29,1/19/2024,2/5/2024,2/5/2024,1617.82,1617.82,5,1
5045,26,2/9/2024,2/26/2024,2/26/2024,1161.06,1161.06,1,1
5051,2,2/13/2024,3/3/2024,3/3/2024,73.21333333,219.64,10,3
5062,16,3/29/2024,4/14/2024,4/14/2024,174.7533333,524.26,11,3
5067,2,6/20/2024,7/8/2024,7/8/2024,171.76,171.76,10,1
5081,13,3/25/2024,4/12/2024,4/12/2024,253.0028571,1771.02,3,7
5089,16,6/18/2024,7/4/2024,7/4/2024,538.17,538.17,1,1
5094,7,1/2/2024,1/18/2024,1/18/2024,323.6,1294.4,2,4
5105,30,5/18/2024,6/5/2024,6/5/2024,1598.36,1598.36,3,1
5108,9,4/19/2024,5/6/2024,5/6/2024,37.88833333,227.33,2,6
5112,7,5/25/2024,6/9/2024,6/9/2024,228.7333333,686.2,4,3
5114,26,1/19/2024,2/4/2024,2/4/2024,41.69333333,125.08,4,3
5116,6,2/7/2024,2/23/2024,2/23/2024,619.91,1239.82,8,2
5120,15,2/24/2024,3/12/2024,3/12/2024,1537.45,1537.45,7,1
5122,17,6/13/2024,6/29/2024,6/29/2024,1173.9,1173.9,9,1
5123,24,6/5/2024,6/21/2024,6/21/2024,217.5325,870.13,4,4
5127,26,6/26/2024,7/15/2024,7/15/2024,1603.9,1603.9,2,1
5134,5,2/7/2024,2/25/2024,2/25/2024,460.91,460.91,8,1
5139,19,4/17/2024,5/2/2024,5/2/2024,71.18833333,427.13,4,6
5141,11,2/28/2024,3/15/2024,3/15/2024,945.5,945.5,1,1
5148,9,1/15/2024,1/30/2024,1/30/2024,1153.58,1153.58,1,1
5152,2,1/24/2024,2/13/2024,2/13/2024,300.836,1504.18,11,5
5154,26,2/23/2024,3/13/2024,3/13/2024,264.37,264.37,2,1
5162,21,5/27/2024,6/14/2024,6/14/2024,190.2466667,570.74,4,3
5163,24,1/24/2024,2/8/2024,2/8/2024,1380.51,1380.51,5,1
5172,23,4/8/2024,4/23/2024,4/23/2024,91.32875,730.63,5,8
5175,17,4/1/2024,4/16/2024,4/16/2024,175.325,1051.95,1,6
5181,18,6/26/2024,7/12/2024,7/12/2024,553.79,553.79,1,1
5182,22,5/13/2024,6/1/2024,6/1/2024,1408.06,1408.06,8,1
5186,27,5/9/2024,5/28/2024,5/28/2024,109.3875,875.1,2,8
5187,21,6/2/2024,6/21/2024,6/21/2024,502.5666667,1507.7,12,3
5188,24,4/28/2024,5/18/2024,5/18/2024,17.55571429,122.89,2,7
5193,1,2/2/2024,2/17/2024,2/17/2024,449.0925,1796.37,3,4
5194,28,5/25/2024,6/11/2024,6/11/2024,193.715,1162.29,9,6
5196,23,3/26/2024,4/12/2024,4/12/2024,187.49625,1499.97,9,8
5204,21,1/8/2024,1/28/2024,1/28/2024,1224.61,1224.61,10,1
5207,6,2/18/2024,3/8/2024,3/8/2024,45.205,271.23,12,6
5211,15,1/15/2024,1/30/2024,1/30/2024,409.83,409.83,6,1
5212,16,5/16/2024,5/31/2024,5/31/2024,207.91,1663.28,10,8
5214,8,3/19/2024,4/8/2024,4/8/2024,273.4614286,1914.23,5,7
5216,6,1/10/2024,1/30/2024,1/30/2024,1097.77,1097.77,11,1
5219,1,5/21/2024,6/6/2024,6/6/2024,218.93,1751.44,3,8
5222,30,1/3/2024,1/19/2024,1/19/2024,82.69625,661.57,8,8
5224,18,5/13/2024,5/29/2024,5/29/2024,1073.38,1073.38,8,1
5229,12,6/27/2024,7/17/2024,7/17/2024,110.06375,880.51,8,8
5231,16,4/1/2024,4/18/2024,4/18/2024,353.96,353.96,12,1
5233,23,6/25/2024,7/13/2024,7/13/2024,1883.4,1883.4,4,1
5242,7,5/29/2024,6/15/2024,6/15/2024,112.85,112.85,10,1
5246,21,6/20/2024,7/9/2024,7/9/2024,299.77,899.31,8,3
5250,19,1/28/2024,2/14/2024,2/14/2024,23.96142857,167.73,8,7
5252,5,6/20/2024,7/7/2024,7/7/2024,187.53875,1500.31,9,8
5259,21,6/3/2024,6/22/2024,6/22/2024,853.11,853.11,4,1
5271,6,6/22/2024,7/8/2024,7/8/2024,293.338,1466.69,8,5
5274,26,6/1/2024,6/16/2024,6/16/2024,360.24,360.24,8,1
5281,26,4/11/2024,5/1/2024,5/1/2024,160.6966667,482.09,12,3
5287,22,2/26/2024,3/17/2024,3/17/2024,152.7866667,458.36,9,3
5291,2,5/22/2024,6/9/2024,6/9/2024,630.5066667,1891.52,4,3
5293,3,6/23/2024,7/8/2024,7/8/2024,123.8325,990.66,6,8
5300,6,1/9/2024,1/29/2024,1/29/2024,302.35,302.35,2,1
5304,13,3/12/2024,3/30/2024,3/30/2024,1487.38,1487.38,4,1
5307,2,3/3/2024,3/21/2024,3/21/2024,826.27,1652.54,4,2
5311,23,6/5/2024,6/25/2024,6/25/2024,219.04,219.04,4,1
5316,25,2/28/2024,3/18/2024,3/18/2024,1155.97,1155.97,8,1
5319,13,2/11/2024,3/1/2024,3/1/2024,1331.01,1331.01,7,1
5337,8,6/20/2024,7/5/2024,7/5/2024,276.36,276.36,12,1
5340,19,3/11/2024,3/26/2024,3/26/2024,589.17,589.17,8,1
5343,14,4/10/2024,4/27/2024,4/27/2024,277.08,277.08,8,1
5344,12,6/24/2024,7/11/2024,7/11/2024,73.02375,584.19,11,8
5348,24,1/12/2024,2/1/2024,2/1/2024,258.0766667,774.23,5,3
5349,8,6/3/2024,6/21/2024,6/21/2024,269.5128571,1886.59,12,7
5350,26,4/22/2024,5/10/2024,5/10/2024,342.1866667,1026.56,10,3
5365,28,2/14/2024,2/29/2024,2/29/2024,625.9366667,1877.81,7,3
5367,8,1/24/2024,2/12/2024,2/12/2024,98.61666667,295.85,12,3
5368,6,3/18/2024,4/6/2024,4/6/2024,221.3357143,1549.35,1,7
5369,17,6/19/2024,7/4/2024,7/4/2024,233.1714286,1632.2,8,7
5380,21,3/29/2024,4/15/2024,4/15/2024,26.9625,215.7,3,8
5381,10,2/2/2024,2/20/2024,2/20/2024,260.05,260.05,2,1
5387,14,4/29/2024,5/17/2024,5/17/2024,74.73857143,523.17,7,7
5399,6,3/11/2024,3/28/2024,3/28/2024,269.0866667,1614.52,3,6
5404,16,6/4/2024,6/23/2024,6/23/2024,1642.37,1642.37,5,1
5405,28,3/27/2024,4/13/2024,4/13/2024,1202.91,1202.91,8,1
5410,1,6/4/2024,6/24/2024,6/24/2024,237.4166667,1424.5,2,6
5418,3,6/29/2024,7/16/2024,7/16/2024,116.06875,928.55,4,8
5420,22,3/25/2024,4/10/2024,4/10/2024,15.74,110.18,4,7
5428,4,4/10/2024,4/25/2024,4/25/2024,1136.37,1136.37,10,1
5429,2,2/1/2024,2/18/2024,2/18/2024,254.93,1274.65,8,5
5432,12,3/26/2024,4/13/2024,4/13/2024,142.05,142.05,10,1
5434,11,2/7/2024,2/22/2024,2/22/2024,1393.1,1393.1,7,1
5439,9,4/9/2024,4/24/2024,4/24/2024,315.8875,1263.55,8,4
5442,2,2/11/2024,3/2/2024,3/2/2024,1541.13,1541.13,7,1
5445,20,6/6/2024,6/22/2024,6/22/2024,1668.53,1668.53,9,1
5448,15,6/26/2024,7/12/2024,7/12/2024,386.71,773.42,7,2
5453,6,5/14/2024,6/2/2024,6/2/2024,766.595,1533.19,6,2
5456,5,1/10/2024,1/25/2024,1/25/2024,352.86,705.72,10,2
5464,6,3/2/2024,3/21/2024,3/21/2024,1019.43,1019.43,2,1
5469,24,6/6/2024,6/21/2024,6/21/2024,1629.95,1629.95,2,1
5472,12,3/3/2024,3/18/2024,3/18/2024,473.76,473.76,4,1
5473,18,3/13/2024,4/2/2024,4/2/2024,308.57,1851.42,5,6
5476,26,3/18/2024,4/6/2024,4/6/2024,388.09,776.18,12,2
5477,3,1/22/2024,2/8/2024,2/8/2024,50.92,305.52,4,6
5480,17,6/10/2024,6/26/2024,6/26/2024,63.70333333,191.11,10,3
5482,5,5/7/2024,5/23/2024,5/23/2024,185.0233333,555.07,3,3
5486,6,6/6/2024,6/24/2024,6/24/2024,375.02,1875.1,7,5
5491,17,5/14/2024,6/1/2024,6/1/2024,1988.33,1988.33,5,1
5492,29,5/19/2024,6/8/2024,6/8/2024,801.06,1602.12,11,2
5493,16,3/21/2024,4/10/2024,4/10/2024,1088.86,1088.86,4,1
5494,7,5/18/2024,6/3/2024,6/3/2024,664.82,1329.64,12,2
5495,24,6/9/2024,6/25/2024,6/25/2024,800.855,1601.71,1,2
5497,28,3/19/2024,4/7/2024,4/7/2024,201.9075,1615.26,11,8
5500,17,5/4/2024,5/24/2024,5/24/2024,699.34,699.34,12,1
5502,21,4/27/2024,5/15/2024,5/15/2024,335.316,1676.58,8,5
5504,30,4/13/2024,5/3/2024,5/3/2024,403.8525,1615.41,4,4
5514,10,2/4/2024,2/22/2024,2/22/2024,178.64,178.64,2,1
5520,18,3/18/2024,4/2/2024,4/2/2024,1025.98,1025.98,1,1
5524,6,6/23/2024,7/10/2024,7/10/2024,767.51,767.51,6,1
5528,9,5/24/2024,6/12/2024,6/12/2024,305.164,1525.82,10,5
5531,20,2/21/2024,3/10/2024,3/10/2024,150.12,150.12,8,1
5533,2,3/21/2024,4/5/2024,4/5/2024,104.6875,837.5,7,8
5534,20,1/20/2024,2/8/2024,2/8/2024,1895.8,1895.8,7,1
5545,16,5/7/2024,5/26/2024,5/26/2024,216.86,216.86,12,1
5546,14,5/16/2024,6/2/2024,6/2/2024,1658.51,1658.51,10,1
5547,11,4/12/2024,4/28/2024,4/28/2024,267.735,1606.41,11,6
5551,13,1/8/2024,1/28/2024,1/28/2024,1269.12,1269.12,12,1
5559,3,3/9/2024,3/25/2024,3/25/2024,243.68,243.68,11,1
5561,30,6/19/2024,7/9/2024,7/9/2024,1141.93,1141.93,12,1
5565,23,2/28/2024,3/14/2024,3/14/2024,1575.03,1575.03,1,1
5566,9,6/15/2024,7/5/2024,7/5/2024,376.99,376.99,11,1
5571,17,6/29/2024,7/15/2024,7/15/2024,1573.34,1573.34,1,1
5575,25,6/17/2024,7/3/2024,7/3/2024,325.435,1952.61,4,6
5580,19,6/16/2024,7/3/2024,7/3/2024,469.17,1407.51,8,3
5589,6,6/10/2024,6/27/2024,6/27/2024,370.83,1854.15,7,5
5590,11,5/25/2024,6/10/2024,6/10/2024,1744.7,1744.7,11,1
5593,9,5/5/2024,5/23/2024,5/23/2024,233.3233333,1399.94,2,6
5600,27,5/29/2024,6/13/2024,6/13/2024,222.2416667,1333.45,3,6
5601,26,4/12/2024,4/27/2024,4/27/2024,163.7025,1309.62,12,8
5604,23,1/4/2024,1/20/2024,1/20/2024,1226.65,1226.65,1,1
5607,14,6/29/2024,7/15/2024,7/15/2024,1619.47,1619.47,3,1
5608,29,1/29/2024,2/13/2024,2/13/2024,474.86,474.86,9,1
5610,14,5/25/2024,6/9/2024,6/9/2024,390.0375,1560.15,10,4
5615,20,5/9/2024,5/29/2024,5/29/2024,1726.59,1726.59,4,1
5620,14,4/10/2024,4/28/2024,4/28/2024,1840.45,1840.45,4,1
5621,3,6/10/2024,6/26/2024,6/26/2024,1862.44,1862.44,6,1
5628,23,4/5/2024,4/22/2024,4/22/2024,220.97,220.97,5,1
5629,5,1/31/2024,2/17/2024,2/17/2024,235.44,470.88,9,2
5630,14,4/11/2024,4/29/2024,4/29/2024,61.3725,245.49,9,4
5636,18,6/17/2024,7/6/2024,7/6/2024,701.35,701.35,7,1
5637,7,2/5/2024,2/22/2024,2/22/2024,1683.27,1683.27,3,1
5640,20,2/21/2024,3/8/2024,3/8/2024,1318.81,1318.81,1,1
5646,11,6/12/2024,6/30/2024,6/30/2024,129.62125,1036.97,1,8
5659,6,5/26/2024,6/12/2024,6/12/2024,388.28,388.28,12,1
5660,23,5/5/2024,5/23/2024,5/23/2024,916,916,12,1
5668,7,1/26/2024,2/12/2024,2/12/2024,128.90125,1031.21,8,8
5671,29,2/10/2024,2/25/2024,2/25/2024,1504.89,1504.89,5,1
5675,29,5/9/2024,5/24/2024,5/24/2024,72.37,217.11,8,3
5677,30,5/15/2024,6/1/2024,6/1/2024,68.638,343.19,10,5
5679,5,5/23/2024,6/9/2024,6/9/2024,1351.58,1351.58,4,1
5689,8,4/11/2024,4/27/2024,4/27/2024,119.83,119.83,11,1
5691,28,3/13/2024,3/28/2024,3/28/2024,320.79,320.79,12,1
5695,29,4/22/2024,5/7/2024,5/7/2024,625.7,625.7,12,1
5696,4,4/5/2024,4/21/2024,4/21/2024,1332.72,1332.72,9,1
5699,23,1/12/2024,1/30/2024,1/30/2024,101.145,202.29,10,2
5705,2,6/14/2024,7/1/2024,7/1/2024,60.29,301.45,1,5
5713,17,5/17/2024,6/4/2024,6/4/2024,413.6425,1654.57,6,4
5715,29,6/23/2024,7/10/2024,7/10/2024,549.02,1647.06,1,3
5726,27,2/7/2024,2/23/2024,2/23/2024,1303.91,1303.91,3,1
5727,13,6/12/2024,6/30/2024,6/30/2024,1683.78,1683.78,1,1
5728,7,3/19/2024,4/4/2024,4/4/2024,1337.03,1337.03,10,1
5732,26,2/6/2024,2/22/2024,2/22/2024,1510.85,1510.85,7,1
5748,14,6/17/2024,7/3/2024,7/3/2024,319.86,319.86,6,1
5749,29,4/5/2024,4/23/2024,4/23/2024,438.72,438.72,8,1
5750,1,5/30/2024,6/19/2024,6/19/2024,620.435,1240.87,2,2
