booking_id,destination_id,booking_date,travel_start_date,travel_end_date,price_per_person,total_price,duration_hrs,number_of_participants
4135,22,10/30/2023,12/18/2023,12/20/2023,141.16,423.48,60,3
4137,12,8/10/2023,10/5/2023,10/6/2023,254.304,1271.52,37,5
4138,13,8/18/2023,10/1/2023,10/2/2023,567.955,1135.91,41,2
4144,5,9/25/2023,11/24/2023,11/26/2023,610.46,610.46,53,1
4150,29,10/14/2023,12/4/2023,12/4/2023,40.3575,322.86,8,8
4152,19,7/2/2023,8/15/2023,8/15/2023,1336.74,1336.74,14,1
4158,18,7/12/2023,9/1/2023,9/3/2023,1465,1465,57,1
4159,1,8/26/2023,9/27/2023,9/29/2023,1901.25,1901.25,68,1
4162,19,12/5/2023,1/8/2024,1/8/2024,41.02625,328.21,22,8
4165,21,7/10/2023,8/30/2023,9/1/2023,946.47,946.47,56,1
4169,28,12/11/2023,2/3/2024,2/5/2024,152.45,152.45,58,1
4170,27,9/12/2023,10/12/2023,10/14/2023,970.31,970.31,56,1
4173,17,10/17/2023,12/2/2023,12/4/2023,129.35,1034.8,67,8
4180,23,7/20/2023,8/29/2023,8/31/2023,544.7033333,1634.11,65,3
4183,8,8/20/2023,9/29/2023,9/30/2023,1910.97,1910.97,36,1
4191,22,7/11/2023,9/3/2023,9/4/2023,1508.33,1508.33,25,1
4192,4,12/25/2023,2/15/2024,2/15/2024,1616.29,1616.29,2,1
4198,10,7/25/2023,9/2/2023,9/3/2023,188.415,753.66,31,4
4199,22,7/16/2023,8/30/2023,8/30/2023,1030.88,1030.88,10,1
4200,18,11/27/2023,1/13/2024,1/13/2024,1744.99,1744.99,23,1
4202,6,12/28/2023,2/22/2024,2/23/2024,279.5533333,1677.32,39,6
4205,10,8/10/2023,10/2/2023,10/3/2023,205.1,1025.5,29,5
4207,3,9/5/2023,10/5/2023,10/6/2023,402.31,402.31,35,1
4208,17,7/14/2023,9/6/2023,9/7/2023,496.35,1489.05,43,3
4215,4,11/20/2023,1/13/2024,1/13/2024,1793.68,1793.68,23,1
4216,27,7/13/2023,9/6/2023,9/6/2023,173.382,866.91,13,5
4219,21,8/26/2023,10/3/2023,10/4/2023,1911.03,1911.03,43,1
4222,18,12/21/2023,2/13/2024,2/15/2024,631.92,631.92,69,1
4227,16,8/6/2023,9/30/2023,9/30/2023,248.8675,995.47,18,4
4228,11,11/11/2023,12/18/2023,12/19/2023,207.488,1037.44,39,5
4232,3,12/27/2023,2/9/2024,2/10/2024,1450.68,1450.68,24,1
4236,23,8/4/2023,9/7/2023,9/7/2023,1625.68,1625.68,1,1
4237,20,8/30/2023,9/29/2023,9/29/2023,137.6766667,826.06,19,6
4238,11,8/9/2023,9/22/2023,9/22/2023,26.275,105.1,18,4
4239,10,9/12/2023,10/22/2023,10/22/2023,130.10125,1040.81,20,8
4240,1,12/29/2023,2/11/2024,2/13/2024,184.5,184.5,56,1
4245,17,10/29/2023,12/22/2023,12/24/2023,1683.46,1683.46,55,1
4257,11,12/21/2023,1/31/2024,2/2/2024,1353.73,1353.73,50,1
4260,2,12/28/2023,2/14/2024,2/15/2024,154.8133333,928.88,42,6
4262,3,12/30/2023,2/7/2024,2/9/2024,1247.2,1247.2,55,1
4264,29,12/24/2023,2/19/2024,2/20/2024,1842.63,1842.63,24,1
4274,29,10/9/2023,11/13/2023,11/13/2023,1095.55,1095.55,17,1
4277,30,8/24/2023,10/3/2023,10/3/2023,1555.09,1555.09,8,1
4281,15,12/9/2023,1/14/2024,1/15/2024,1691.2,1691.2,29,1
4294,21,11/25/2023,12/27/2023,12/28/2023,492.67,1478.01,25,3
4298,27,11/1/2023,12/14/2023,12/17/2023,219.904,1099.52,72,5
4299,11,11/18/2023,1/15/2024,1/18/2024,183.79,183.79,72,1
4302,3,7/6/2023,8/26/2023,8/28/2023,34.51714286,241.62,63,7
4307,30,9/6/2023,10/23/2023,10/26/2023,1400.47,1400.47,72,1
4314,5,8/23/2023,9/22/2023,9/22/2023,117.145,702.87,6,6
4315,18,11/3/2023,12/20/2023,12/22/2023,268.495,1610.97,67,6
4324,24,9/24/2023,10/26/2023,10/27/2023,641.93,1283.86,46,2
4327,13,9/22/2023,11/6/2023,11/7/2023,1636.87,1636.87,37,1
4330,7,10/30/2023,12/23/2023,12/25/2023,1915.88,1915.88,64,1
4332,20,10/15/2023,11/25/2023,11/27/2023,601.41,601.41,51,1
4337,8,12/20/2023,2/7/2024,2/8/2024,574.25,574.25,28,1
4339,10,11/13/2023,1/2/2024,1/4/2024,339.94,339.94,59,1
4340,4,9/20/2023,11/4/2023,11/6/2023,273.39,546.78,52,2
4341,5,9/19/2023,10/20/2023,10/23/2023,310.24,1861.44,72,6
4342,21,9/27/2023,10/30/2023,11/1/2023,1034.42,1034.42,67,1
4344,25,10/20/2023,12/11/2023,12/11/2023,923.51,1847.02,9,2
4345,2,10/9/2023,11/24/2023,11/24/2023,439.8475,1759.39,1,4
4348,13,9/16/2023,10/30/2023,10/31/2023,1268.99,1268.99,47,1
4356,26,12/30/2023,2/15/2024,2/17/2024,1609.34,1609.34,49,1
4360,27,10/31/2023,12/17/2023,12/17/2023,144.32,288.64,15,2
4362,25,12/6/2023,1/15/2024,1/17/2024,238.3,238.3,51,1
4367,12,8/27/2023,10/7/2023,10/7/2023,165.52125,1324.17,9,8
4371,3,8/17/2023,9/20/2023,9/22/2023,181.295,1450.36,54,8
4372,26,10/1/2023,11/25/2023,11/26/2023,616.18,1848.54,28,3
4376,16,7/5/2023,8/5/2023,8/6/2023,902.31,902.31,47,1
4378,7,9/6/2023,10/9/2023,10/10/2023,327.86,655.72,40,2
4380,9,9/24/2023,11/9/2023,11/9/2023,1493.93,1493.93,10,1
4382,15,9/9/2023,10/19/2023,10/20/2023,700.19,1400.38,43,2
4383,26,7/29/2023,9/22/2023,9/22/2023,1250.26,1250.26,10,1
4386,21,11/7/2023,12/20/2023,12/20/2023,1101.19,1101.19,7,1
4391,12,12/3/2023,1/20/2024,1/21/2024,833.22,833.22,42,1
4393,2,10/6/2023,11/12/2023,11/14/2023,135.45,135.45,70,1
4395,25,9/3/2023,10/9/2023,10/9/2023,527.25,527.25,17,1
4398,22,12/24/2023,1/30/2024,2/1/2024,1596.42,1596.42,48,1
4400,17,12/16/2023,1/16/2024,1/17/2024,807.39,807.39,39,1
4404,20,10/14/2023,11/18/2023,11/18/2023,879.63,879.63,22,1
4408,25,9/2/2023,10/15/2023,10/17/2023,1926.94,1926.94,56,1
4413,20,9/22/2023,11/1/2023,11/1/2023,470.03,470.03,3,1
4416,6,9/25/2023,10/26/2023,10/26/2023,53.45,106.9,20,2
4444,16,7/5/2023,8/25/2023,8/25/2023,730.72,730.72,17,1
4446,19,8/27/2023,10/14/2023,10/14/2023,210.345,841.38,12,4
4448,28,9/4/2023,10/16/2023,10/17/2023,1951.75,1951.75,32,1
4452,25,11/27/2023,1/8/2024,1/10/2024,238.3475,953.39,64,4
4459,18,12/27/2023,2/12/2024,2/14/2024,294.57,294.57,66,1
4462,20,9/28/2023,11/6/2023,11/8/2023,1643.08,1643.08,54,1
4464,7,12/29/2023,2/22/2024,2/24/2024,276.9116667,1661.47,64,6
4471,23,10/18/2023,11/22/2023,11/23/2023,1885.55,1885.55,27,1
4481,29,10/25/2023,11/28/2023,11/30/2023,952.94,952.94,56,1
4496,20,11/21/2023,1/12/2024,1/12/2024,786.83,786.83,1,1
4497,8,11/23/2023,12/27/2023,12/27/2023,143.132,715.66,23,5
4501,6,10/4/2023,11/9/2023,11/11/2023,100.3416667,602.05,59,6
4503,11,12/1/2023,1/13/2024,1/14/2024,1446.68,1446.68,29,1
4506,4,12/2/2023,1/25/2024,1/25/2024,475.9,475.9,18,1
4508,4,11/5/2023,12/30/2023,12/31/2023,80.62875,645.03,47,8
4509,19,7/25/2023,9/22/2023,9/23/2023,688.5,688.5,34,1
4520,30,8/20/2023,10/12/2023,10/14/2023,1109.62,1109.62,70,1
4522,12,8/3/2023,9/27/2023,9/27/2023,901.58,901.58,20,1
4524,3,7/6/2023,8/8/2023,8/9/2023,1631.34,1631.34,39,1
4525,20,9/23/2023,10/28/2023,10/29/2023,236.725,946.9,36,4
4534,15,12/19/2023,2/8/2024,2/9/2024,424.025,848.05,34,2
4538,11,10/4/2023,11/9/2023,11/9/2023,1024.67,1024.67,12,1
4540,28,7/13/2023,8/30/2023,8/31/2023,47.39,189.56,29,4
4543,2,7/19/2023,9/12/2023,9/14/2023,84.20833333,505.25,60,6
4552,9,10/8/2023,11/24/2023,11/25/2023,1716.04,1716.04,28,1
4553,6,7/17/2023,9/1/2023,9/1/2023,654.9666667,1964.9,14,3
4557,11,8/14/2023,9/17/2023,9/19/2023,43.55833333,261.35,50,6
4558,12,12/19/2023,2/14/2024,2/16/2024,431.2766667,1293.83,48,3
4560,23,11/18/2023,12/27/2023,12/29/2023,1841.43,1841.43,52,1
4575,25,10/18/2023,11/22/2023,11/22/2023,653.91,653.91,16,1
4578,8,12/19/2023,1/22/2024,1/24/2024,132.976,664.88,69,5
4580,15,9/30/2023,11/1/2023,11/2/2023,321.0316667,1926.19,24,6
4588,20,11/25/2023,1/8/2024,1/9/2024,1187.22,1187.22,42,1
4591,28,10/11/2023,12/10/2023,12/11/2023,442.98,1771.92,34,4
4594,13,11/5/2023,12/15/2023,12/16/2023,420.8733333,1262.62,30,3
4597,26,12/25/2023,2/10/2024,2/10/2024,982.55,982.55,1,1
4619,12,12/4/2023,1/3/2024,1/3/2024,1410.38,1410.38,16,1
4620,17,12/15/2023,1/19/2024,1/20/2024,775.28,775.28,39,1
4622,28,9/7/2023,10/20/2023,10/21/2023,131.61,131.61,31,1
4627,25,11/1/2023,12/16/2023,12/16/2023,688.45,688.45,18,1
4630,5,10/16/2023,11/15/2023,11/16/2023,141.2533333,847.52,31,6
4636,21,10/27/2023,12/23/2023,12/25/2023,361.965,723.93,66,2
4641,10,9/8/2023,10/13/2023,10/13/2023,1779.55,1779.55,10,1
4645,25,11/4/2023,12/15/2023,12/16/2023,712.2,712.2,37,1
4651,15,10/11/2023,11/26/2023,11/28/2023,1880.8,1880.8,54,1
4658,10,12/19/2023,2/12/2024,2/13/2024,1668.44,1668.44,40,1
4662,25,8/9/2023,10/8/2023,10/8/2023,544.48,544.48,11,1
4663,8,12/4/2023,1/5/2024,1/5/2024,827.83,827.83,3,1
4666,2,11/20/2023,1/14/2024,1/15/2024,359.144,1795.72,27,5
4671,5,11/29/2023,1/4/2024,1/6/2024,888.92,888.92,54,1
4672,9,8/8/2023,10/5/2023,10/7/2023,242.59625,1940.77,60,8
4679,30,11/12/2023,1/3/2024,1/5/2024,255.672,1278.36,59,5
4694,25,10/27/2023,12/9/2023,12/11/2023,1360.14,1360.14,58,1
4698,11,9/3/2023,10/9/2023,10/11/2023,117.54,117.54,63,1
4702,13,8/6/2023,9/22/2023,9/22/2023,1442.16,1442.16,20,1
4703,8,10/22/2023,11/21/2023,11/23/2023,1270.46,1270.46,58,1
4705,19,11/28/2023,12/28/2023,12/28/2023,162.33,811.65,17,5
4708,17,11/15/2023,1/11/2024,1/11/2024,619.05,619.05,16,1
4712,5,11/18/2023,12/22/2023,12/23/2023,551.61,1654.83,38,3
4717,11,12/18/2023,2/13/2024,2/14/2024,958.84,958.84,37,1
4724,20,8/7/2023,9/9/2023,9/11/2023,445.705,1782.82,49,4
4725,9,8/21/2023,10/20/2023,10/20/2023,1286.19,1286.19,13,1
4728,11,10/17/2023,11/27/2023,11/27/2023,114.975,229.95,19,2
4731,30,12/15/2023,1/31/2024,2/2/2024,239.35,478.7,67,2
4734,13,7/18/2023,9/16/2023,9/16/2023,1383.91,1383.91,7,1
4735,24,12/14/2023,2/6/2024,2/7/2024,281.135,562.27,34,2
4747,4,10/17/2023,12/1/2023,12/3/2023,57.37833333,344.27,61,6
4748,29,10/31/2023,12/21/2023,12/22/2023,791.77,791.77,38,1
4760,16,9/23/2023,11/5/2023,11/5/2023,861.405,1722.81,2,2
4764,3,8/15/2023,9/26/2023,9/26/2023,1349.8,1349.8,16,1
4769,17,10/24/2023,12/23/2023,12/24/2023,1433.69,1433.69,38,1
4777,20,12/5/2023,1/6/2024,1/8/2024,203.13,1218.78,54,6
4779,8,10/12/2023,12/1/2023,12/1/2023,147.4457143,1032.12,2,7
4787,19,7/31/2023,9/12/2023,9/14/2023,468.3025,1873.21,69,4
4789,1,10/24/2023,12/16/2023,12/18/2023,600.04,600.04,51,1
4793,27,12/8/2023,1/14/2024,1/15/2024,128.33,128.33,34,1
4801,13,4/30/2024,6/28/2024,6/30/2024,696.33,696.33,56,1
4802,16,3/3/2024,4/14/2024,4/15/2024,1461.01,1461.01,32,1
4805,3,1/19/2024,3/13/2024,3/14/2024,740.31,740.31,24,1
4806,29,5/15/2024,7/13/2024,7/13/2024,280.8428571,1965.9,13,7
4810,12,6/10/2024,7/25/2024,7/27/2024,176.395,1058.37,67,6
4812,16,3/28/2024,5/15/2024,5/15/2024,1239.83,1239.83,4,1
4821,9,5/21/2024,7/13/2024,7/13/2024,224.274,1121.37,22,5
4826,27,1/22/2024,3/1/2024,3/1/2024,109.06,109.06,3,1
4828,15,3/19/2024,5/18/2024,5/19/2024,1697.96,1697.96,36,1
4833,26,3/28/2024,5/1/2024,5/1/2024,552.92,552.92,16,1
4837,20,1/20/2024,2/19/2024,2/21/2024,1779.5,1779.5,58,1
4838,12,2/7/2024,3/12/2024,3/12/2024,208.735,834.94,3,4
4839,17,1/6/2024,3/6/2024,3/6/2024,39.818,199.09,23,5
4841,19,5/25/2024,7/21/2024,7/22/2024,470.5,470.5,32,1
4852,17,4/23/2024,5/24/2024,5/24/2024,982.76,982.76,1,1
4853,3,1/20/2024,2/26/2024,2/28/2024,553.03,553.03,61,1
4854,13,4/21/2024,6/3/2024,6/4/2024,20.33428571,142.34,36,7
4856,4,3/14/2024,5/13/2024,5/14/2024,191.744,958.72,47,5
4859,18,5/13/2024,6/20/2024,6/22/2024,222.795,1336.77,48,6
4867,4,6/15/2024,8/3/2024,8/4/2024,1151.47,1151.47,24,1
4874,16,6/6/2024,7/7/2024,7/7/2024,701.72,701.72,19,1
4875,21,6/18/2024,7/31/2024,7/31/2024,1147.94,1147.94,9,1
4877,24,5/4/2024,6/13/2024,6/14/2024,774.4,774.4,36,1
4879,11,3/10/2024,5/3/2024,5/5/2024,1659.82,1659.82,70,1
4880,8,5/29/2024,7/19/2024,7/20/2024,585.05,585.05,24,1
4887,29,4/28/2024,5/29/2024,5/30/2024,191.205,1147.23,35,6
4892,9,6/24/2024,7/30/2024,8/1/2024,917.825,1835.65,67,2
4895,9,6/29/2024,8/27/2024,8/28/2024,536.615,1073.23,28,2
4896,26,2/25/2024,4/3/2024,4/5/2024,460.9675,1843.87,65,4
4898,16,6/25/2024,8/22/2024,8/22/2024,1133.23,1133.23,17,1
4904,21,2/27/2024,4/24/2024,4/25/2024,104.19,833.52,38,8
4905,6,6/29/2024,8/4/2024,8/5/2024,394.1233333,1182.37,42,3
4906,30,6/29/2024,8/20/2024,8/20/2024,93.61,468.05,15,5
4909,14,2/15/2024,3/21/2024,3/22/2024,395.49,1581.96,35,4
4912,10,3/1/2024,4/25/2024,4/25/2024,280.16,280.16,17,1
4920,24,6/28/2024,8/9/2024,8/11/2024,211.315,1267.89,54,6
4927,3,1/28/2024,3/23/2024,3/24/2024,409.24,1227.72,37,3
4928,10,3/9/2024,4/26/2024,4/27/2024,519.33,519.33,47,1
4933,26,5/25/2024,7/16/2024,7/17/2024,1644.22,1644.22,37,1
4940,4,6/25/2024,8/14/2024,8/16/2024,318.76,318.76,49,1
4947,30,5/5/2024,6/19/2024,6/21/2024,592.65,592.65,67,1
4953,25,3/25/2024,5/17/2024,5/19/2024,386.4133333,1159.24,52,3
4955,2,3/11/2024,4/23/2024,4/25/2024,231.525,926.1,50,4
4961,5,2/2/2024,4/1/2024,4/1/2024,627.44,627.44,15,1
4966,24,6/23/2024,7/27/2024,7/28/2024,429.685,859.37,44,2
4967,5,1/27/2024,3/12/2024,3/14/2024,1113.46,1113.46,57,1
4972,24,5/30/2024,7/8/2024,7/8/2024,288.8366667,1733.02,12,6
4974,23,3/1/2024,3/31/2024,3/31/2024,252.3842857,1766.69,17,7
4980,20,6/19/2024,7/20/2024,7/21/2024,46.82666667,140.48,34,3
4981,11,6/19/2024,8/15/2024,8/17/2024,1054.52,1054.52,64,1
4991,30,1/30/2024,3/28/2024,3/29/2024,1586.75,1586.75,41,1
4994,6,2/21/2024,3/28/2024,3/28/2024,492.08,492.08,10,1
4997,28,4/30/2024,6/2/2024,6/4/2024,647.47,647.47,50,1
5000,14,3/13/2024,5/7/2024,5/8/2024,785.22,785.22,41,1
5002,11,6/29/2024,8/28/2024,8/30/2024,207.235,828.94,61,4
5005,7,4/14/2024,6/9/2024,6/9/2024,254.9333333,1529.6,10,6
5009,15,3/7/2024,4/29/2024,5/1/2024,103.532,517.66,64,5
5017,13,4/20/2024,6/13/2024,6/15/2024,183.5142857,1284.6,63,7
5018,3,1/1/2024,2/23/2024,2/23/2024,152.16,608.64,16,4
5020,25,5/3/2024,6/26/2024,6/29/2024,877.11,877.11,72,1
5021,9,5/25/2024,7/17/2024,7/17/2024,1671.58,1671.58,14,1
5023,27,2/24/2024,3/26/2024,3/26/2024,182.4233333,1094.54,19,6
5024,11,4/23/2024,5/29/2024,5/29/2024,562.72,562.72,4,1
5026,5,6/22/2024,8/9/2024,8/10/2024,335.82,335.82,45,1
5032,1,5/1/2024,6/2/2024,6/4/2024,956.07,956.07,51,1
5033,11,3/3/2024,4/14/2024,4/16/2024,574.51,574.51,59,1
5042,29,4/9/2024,5/17/2024,5/18/2024,171.89375,1375.15,43,8
5046,30,4/10/2024,5/21/2024,5/23/2024,202.0728571,1414.51,57,7
5048,26,4/6/2024,5/26/2024,5/28/2024,73.53857143,514.77,58,7
5053,15,6/3/2024,7/11/2024,7/11/2024,258.73,517.46,9,2
5054,28,3/6/2024,4/25/2024,4/27/2024,819.64,819.64,53,1
5057,20,4/30/2024,6/21/2024,6/22/2024,1145.88,1145.88,41,1
5061,10,1/3/2024,2/5/2024,2/6/2024,149.46125,1195.69,44,8
5063,3,6/18/2024,7/20/2024,7/21/2024,819.17,819.17,34,1
5073,9,6/6/2024,7/29/2024,7/31/2024,1888.5,1888.5,48,1
5078,13,6/6/2024,7/24/2024,7/24/2024,991.81,991.81,7,1
5090,6,5/11/2024,6/30/2024,7/2/2024,168.5975,1348.78,63,8
5096,16,6/17/2024,8/6/2024,8/7/2024,1403.29,1403.29,26,1
5099,6,5/21/2024,7/15/2024,7/16/2024,218.31125,1746.49,32,8
5102,18,5/17/2024,7/12/2024,7/13/2024,279.5375,1118.15,38,4
5103,10,5/28/2024,7/15/2024,7/16/2024,114.3133333,342.94,24,3
5104,20,4/3/2024,5/26/2024,5/28/2024,92.928,464.64,70,5
5110,28,6/18/2024,7/21/2024,7/22/2024,1022.25,1022.25,26,1
5117,10,5/26/2024,7/11/2024,7/13/2024,1599.96,1599.96,63,1
5121,28,3/24/2024,5/7/2024,5/7/2024,1286.86,1286.86,15,1
5130,28,3/14/2024,4/13/2024,4/14/2024,63.24333333,379.46,34,6
5137,19,4/20/2024,5/25/2024,5/27/2024,69.43,138.86,63,2
5143,8,4/25/2024,6/9/2024,6/9/2024,300.9125,1203.65,16,4
5156,1,1/7/2024,2/17/2024,2/17/2024,546.56,546.56,18,1
5157,19,6/20/2024,8/5/2024,8/6/2024,252.3171429,1766.22,39,7
5160,19,6/18/2024,7/31/2024,8/1/2024,335.4675,1341.87,43,4
5164,16,4/19/2024,5/25/2024,5/25/2024,36.02571429,252.18,12,7
5166,9,6/12/2024,7/14/2024,7/16/2024,420.42,420.42,66,1
5169,27,6/3/2024,7/20/2024,7/21/2024,1755.44,1755.44,37,1
5173,23,4/26/2024,6/14/2024,6/16/2024,470.51,1882.04,50,4
5176,3,3/30/2024,5/2/2024,5/2/2024,523.575,1047.15,22,2
5178,11,4/6/2024,5/11/2024,5/13/2024,285.875,1143.5,58,4
5179,16,4/23/2024,6/9/2024,6/10/2024,482.355,1929.42,41,4
5180,6,4/21/2024,6/11/2024,6/13/2024,1348.4,1348.4,52,1
5185,30,6/27/2024,8/3/2024,8/5/2024,226.9333333,1361.6,65,6
5195,2,4/6/2024,5/10/2024,5/11/2024,351.0233333,1053.07,43,3
5200,28,6/19/2024,7/21/2024,7/21/2024,191.99,191.99,20,1
5201,17,5/1/2024,6/8/2024,6/10/2024,454.32,454.32,62,1
5205,5,4/25/2024,6/4/2024,6/6/2024,565.94,1697.82,71,3
5206,4,2/3/2024,3/22/2024,3/24/2024,261.6875,1046.75,60,4
5208,17,3/6/2024,4/26/2024,4/28/2024,421.25,1685,57,4
5210,20,1/28/2024,3/1/2024,3/1/2024,1352.03,1352.03,8,1
5221,15,1/18/2024,2/24/2024,2/25/2024,1007.63,1007.63,24,1
5223,10,6/8/2024,7/27/2024,7/28/2024,47.47285714,332.31,41,7
5225,29,6/25/2024,8/20/2024,8/22/2024,591.24,591.24,69,1
5227,12,1/24/2024,3/14/2024,3/14/2024,66.5475,266.19,19,4
5228,11,6/11/2024,7/18/2024,7/18/2024,1906.89,1906.89,14,1
5230,15,5/5/2024,6/4/2024,6/5/2024,1769.19,1769.19,39,1
5234,5,2/20/2024,4/10/2024,4/10/2024,1179,1179,17,1
5235,29,1/8/2024,2/19/2024,2/19/2024,907.84,907.84,23,1
5237,12,3/8/2024,4/21/2024,4/22/2024,162.0583333,972.35,25,6
5239,26,2/2/2024,3/23/2024,3/24/2024,175.285,350.57,45,2
5245,13,6/2/2024,7/4/2024,7/4/2024,1769.54,1769.54,14,1
5247,19,6/22/2024,8/12/2024,8/12/2024,177.66625,1421.33,8,8
5248,19,4/8/2024,5/12/2024,5/14/2024,478.6225,1914.49,68,4
5251,27,4/17/2024,6/14/2024,6/16/2024,38.31,306.48,71,8
5254,24,1/12/2024,2/14/2024,2/14/2024,278.2314286,1947.62,4,7
5256,22,2/1/2024,3/4/2024,3/5/2024,318.936,1594.68,40,5
5261,20,3/16/2024,5/1/2024,5/3/2024,36.66666667,220,66,6
5262,19,4/3/2024,5/13/2024,5/14/2024,302.16,604.32,27,2
5265,28,1/3/2024,3/1/2024,3/3/2024,188.0125,1504.1,58,8
5269,16,1/3/2024,2/14/2024,2/14/2024,1427.28,1427.28,22,1
5276,1,2/11/2024,3/19/2024,3/19/2024,287.4683333,1724.81,20,6
5277,20,5/28/2024,7/18/2024,7/18/2024,1256.53,1256.53,22,1
5283,17,1/11/2024,2/19/2024,2/19/2024,273.18,273.18,14,1
5286,8,6/22/2024,7/22/2024,7/23/2024,1142.07,1142.07,44,1
5299,5,4/23/2024,6/14/2024,6/14/2024,878.19,878.19,16,1
5302,1,6/26/2024,8/18/2024,8/20/2024,670.66,670.66,63,1
5303,15,6/15/2024,8/14/2024,8/16/2024,273.194,1365.97,48,5
5308,17,6/25/2024,8/9/2024,8/9/2024,1481.67,1481.67,22,1
5309,21,5/6/2024,7/5/2024,7/8/2024,1072.42,1072.42,72,1
5313,23,4/28/2024,6/13/2024,6/15/2024,59.636,298.18,52,5
5315,27,1/29/2024,3/10/2024,3/10/2024,373.908,1869.54,2,5
5320,12,1/7/2024,2/9/2024,2/10/2024,1608.84,1608.84,32,1
5325,11,2/5/2024,3/16/2024,3/17/2024,1270.7,1270.7,33,1
5329,4,5/4/2024,6/25/2024,6/26/2024,647.27,1294.54,30,2
5330,6,4/7/2024,5/25/2024,5/27/2024,358.7025,1434.81,65,4
5332,24,5/24/2024,6/25/2024,6/27/2024,330.375,1321.5,70,4
5335,8,3/6/2024,5/4/2024,5/4/2024,1486.96,1486.96,7,1
5347,4,4/24/2024,5/31/2024,6/1/2024,157.41,629.64,30,4
5352,20,3/19/2024,5/15/2024,5/16/2024,247.65,990.6,25,4
5354,3,3/29/2024,5/14/2024,5/15/2024,193.585,1161.51,37,6
5356,12,4/6/2024,5/17/2024,5/19/2024,59.82625,478.61,65,8
5357,9,6/9/2024,7/13/2024,7/13/2024,225.165,450.33,3,2
5359,19,6/24/2024,8/5/2024,8/5/2024,327.55,327.55,17,1
5371,27,3/6/2024,4/29/2024,4/30/2024,1101.49,1101.49,40,1
5373,4,6/28/2024,8/24/2024,8/26/2024,93.27666667,279.83,59,3
5374,25,4/28/2024,6/3/2024,6/4/2024,175.1042857,1225.73,25,7
5377,6,3/24/2024,5/13/2024,5/15/2024,389.066,1945.33,62,5
5386,7,3/12/2024,5/10/2024,5/12/2024,53.62833333,321.77,53,6
5390,27,2/5/2024,3/9/2024,3/9/2024,1469.75,1469.75,13,1
5392,9,4/18/2024,5/31/2024,6/2/2024,1254.04,1254.04,66,1
5396,15,5/24/2024,7/5/2024,7/7/2024,322.928,1614.64,65,5
5397,12,4/25/2024,6/20/2024,6/22/2024,86.745,693.96,70,8
5402,1,3/18/2024,5/2/2024,5/4/2024,941.53,941.53,62,1
5407,4,6/24/2024,8/3/2024,8/3/2024,707.135,1414.27,22,2
5408,14,5/20/2024,6/26/2024,6/26/2024,111.3425,445.37,8,4
5412,26,5/7/2024,6/30/2024,7/2/2024,94.86625,758.93,49,8
5414,27,3/17/2024,4/28/2024,4/29/2024,1807.35,1807.35,35,1
5415,12,4/11/2024,5/16/2024,5/17/2024,70.915,283.66,43,4
5422,23,4/16/2024,6/6/2024,6/7/2024,29.32125,234.57,29,8
5437,20,2/10/2024,3/17/2024,3/19/2024,458.61,458.61,59,1
5444,24,6/2/2024,7/10/2024,7/10/2024,1191.87,1191.87,8,1
5460,13,5/1/2024,6/1/2024,6/3/2024,300.98,300.98,57,1
5462,17,1/26/2024,2/27/2024,2/27/2024,1003.77,1003.77,2,1
5463,5,2/8/2024,3/10/2024,3/12/2024,854.61,854.61,58,1
5466,2,5/1/2024,6/11/2024,6/11/2024,808.05,808.05,4,1
5467,30,6/21/2024,8/12/2024,8/14/2024,319.14,957.42,69,3
5471,18,6/29/2024,8/23/2024,8/24/2024,145.51,145.51,30,1
5481,12,5/19/2024,6/24/2024,6/24/2024,1467.03,1467.03,4,1
5483,5,5/1/2024,6/14/2024,6/15/2024,108.6133333,651.68,25,6
5489,24,1/27/2024,3/22/2024,3/23/2024,171.5566667,514.67,31,3
5499,3,6/29/2024,8/3/2024,8/4/2024,1819.03,1819.03,32,1
5501,30,4/5/2024,5/6/2024,5/8/2024,1039.03,1039.03,63,1
5503,28,1/22/2024,3/7/2024,3/7/2024,913.95,913.95,15,1
5515,19,3/16/2024,5/14/2024,5/14/2024,845.8,845.8,20,1
5517,11,3/19/2024,5/15/2024,5/15/2024,1094.74,1094.74,21,1
5523,21,6/25/2024,8/12/2024,8/14/2024,585.315,1170.63,58,2
5527,1,4/29/2024,6/6/2024,6/8/2024,184.2716667,1105.63,52,6
5529,24,1/18/2024,2/17/2024,2/18/2024,137.22,137.22,45,1
5530,23,1/21/2024,3/20/2024,3/21/2024,177.715,355.43,36,2
5532,18,6/28/2024,8/14/2024,8/15/2024,1465.89,1465.89,41,1
5543,7,4/21/2024,6/17/2024,6/17/2024,1756.06,1756.06,22,1
5550,27,2/14/2024,4/13/2024,4/13/2024,382.61,382.61,10,1
5553,27,2/13/2024,3/22/2024,3/24/2024,259.07,259.07,52,1
5563,17,4/24/2024,6/4/2024,6/5/2024,1757.59,1757.59,42,1
5567,14,2/1/2024,3/19/2024,3/20/2024,42.3575,338.86,46,8
5569,14,2/2/2024,3/29/2024,3/29/2024,371.83,371.83,13,1
5572,15,6/4/2024,7/31/2024,8/2/2024,71.47,500.29,58,7
5574,7,2/22/2024,4/21/2024,4/22/2024,1501.82,1501.82,35,1
5577,10,2/14/2024,3/29/2024,3/31/2024,233.45,233.45,50,1
